index,group,calories,lipids,carbohydrates,protein,name
1465,20,212,2.08,16.18,13.84,"HUEVO REVUELTO, INDUSTRIALIZADO"
1466,20,197.83,0.66,16.2,11.58,"HUEVO REVUELTO, PREPARACION ESTANDARIZADA"
1467,20,190.81,6.38,14.07,10.14,"HUITLACOCHE CON QUESO OAXACA, PREPARACION ESTANDARIZADA"
1468,20,28.44,7.04,0.15,0.73,"JICAMA O PEPINO CON CHILE, PREPARACION ESTANDARIZADA"
1469,20,135.88,10.77,6.67,7.92,"LASAGNA DE CARNE, PREPARACION ESTANDARIZADA"
1470,20,166.42,3.08,15.13,4.6,"LONGANIZA EN SALSA, PREPARACION ESTANDARIZADA"
1471,20,164.82,20,6.24,6.63,"MACARRONES CON QUESO, PREPARACION ESTANDARIZADA"
1472,20,154.07,8.05,5.5,17.64,"MACHACA CON PAPAS, PREPARACION ESTANDARIZADA"
1473,20,180.02,44.36,0.42,0.63,"MANZANA CON CHILE O CHAMOY, PREPARACION ESTANDARIZADA"
1474,20,61.79,4.92,2.21,5.27,"MENUDO O PANCITA, PREPARACION ESTANDARIZADA"
1475,20,205.68,4.9,14.85,12.18,"PACHOLA CASERA (MILANESA DE CARNE MOLIDA), PREPARACION ESTANDARIZADA"
1476,20,265.81,20.74,15.44,12.85,"MILANESA DE CERDO EMPANIZADA, PREPARACION ESTANDARIZADA"
1477,20,360.27,11.66,29.44,12.99,"MILANESA DE POLLO, PREPARACION ESTANDARIZADA"
1478,20,302.84,20.74,19.19,13.67,"MILANESA DE RES EMPANIZADA, PREPARACION ESTANDARIZADA"
1479,20,87.22,5.27,1.26,9.55,"MIXIOTE DE PESCADO, PREPARACION ESTANDARIZADA"
1480,20,99.17,9.88,2.66,7.68,"MIXIOTE DE POLLO, PREPARACION ESTANDARIZADA"
1481,20,142,11.54,10.3,2.89,"MOLE (PASTA PARA PREPARAR), INDUSTRIALIZADO"
1482,20,204.93,15.14,10.81,12.14,"MOLE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA"
1483,20,38.68,3.2,1.09,4.26,"MOLE DE OLLA, PREPARACION ESTANDARIZADA"
1484,20,144.37,25.14,3.87,3.67,"MOLE POBLANO SIN POLLO, PREPARACION ESTANDARIZADA"
1485,20,38.09,1.63,1.67,3.87,"MOLE VERDE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA"
1486,20,20.18,2.04,1.21,0.51,"MOLE VERDE SIN POLLO, PREPARACION ESTANDARIZADA"
1487,20,96.19,2.54,6.9,6.1,"NOPALES CON HUEVO, PREPARACION ESTANDARIZADA"
1488,20,46.99,8.16,1.29,1.49,"NOPALES CON PAPAS, PREPARACION ESTANDARIZADA"
1489,20,35.24,3.91,0.5,4.31,"NOPALES EN SALSA VERDE CON BISTEC, PREPARACION ESTANDARIZADA"
1490,20,19.13,4.19,0.12,1.21,"NOPALES EN SALSA VERDE, PREPARACION ESTANDARIZADA"
1491,20,35.59,4.48,1.78,1.36,"NOPALES FRITOS, PREPARACION ESTANDARIZADA"
1492,20,145.64,18.69,4.65,6.27,"PAELLA, PREPARACION ESTANDARIZADA"
1493,20,187.51,14.35,12.75,3.95,"PAPA (PROMEDIO), PREPARACION ESTANDARIZADA"
1494,20,233.23,7.62,18.52,8.8,"PAPA AL HORNO, PREPARACION ESTANDARIZADA"
1495,20,132.78,13.49,6.39,5.36,"PAPAS CON SALCHICHA Y HUEVO, PREPARACION ESTANDARIZADA"
1496,20,63.68,14.63,0.15,1.61,"PAPAS EN SALSA, PREPARACION ESTANDARIZADA"
1497,20,125.03,18.75,4.9,1.61,"PAPAS SOFRITAS EN ACEITE, PREPARACION ESTANDARIZADA"
1498,20,217.56,16.27,15.87,3.35,PAPAS Y TORTITA DE PAPA (PROMEDIO)
1499,20,139.54,28.09,0.57,4.66,"PASTA COCIDA (SIN OTROS INGREDIENTES), PREPARACION ESTANDARIZADA"
1500,20,95.71,11.34,4.21,2.77,"PASTA CON CREMA (NO CALDOSA), PREPARACION ESTANDARIZADA"
1501,20,288.71,9.8,22.38,12.26,"PATAS DE CERDO CAPEADAS, PREPARACION ESTANDARIZADA"
1502,20,199,0,16.1,14.2,"PATAS DE CERDO EN ESCABECHE, INDUSTRIALIZADAS"
1503,20,106.12,4.36,4.52,12.89,"PECHUGA DE POLLO ASADA, PREPARACION ESTANDARIZADA"
1504,20,232.69,20.13,10.22,15.91,"PECHUGA EMPANIZADA, PREPARACION ESTANDARIZADA"
1505,20,115.07,1.27,4.32,16.98,"PECHUGA RELLENA, PREPARACION ESTANDARIZADA"
1506,20,197.42,0.75,13.29,15.82,"PESCADO FRITO (CON HUESO), PREPARACION ESTANDARIZADA"
1507,20,107.88,6.29,6.94,5.27,"PICADILLO DE RES, PREPARACION ESTANDARIZADA"
1508,20,114.04,10.27,5.39,7.87,"PICADILLO DE SOYA, PREPARACION ESTANDARIZADA"
1509,20,25.1,5.74,0.22,1.08,"PICO DE GALLO, PREPARACION ESTANDARIZADA"
1510,20,263.35,26,18.76,1.06,"PLATANO FRITO (SIN CREMA NI AZUCAR), PREPARACION ESTANDARIZADA"
1511,20,167.28,5.77,12.5,9.09,"POLLO AL CARBON O A LAS BRASAS (ALA), PREPARACION ESTANDARIZADA"
1512,20,165.8,2.63,10.39,15.75,"POLLO AL CARBON O A LAS BRASAS (PECHUGA), PREPARACION ESTANDARIZADA"
1513,20,271.47,3.43,20.68,17.1,"POLLO AL CARBON O A LAS BRASAS (PIERNA O MUSLO), PREPARACION ESTANDARIZADA"
1514,20,180.37,3.68,12.92,12.65,"POLLO AL CARBON O A LAS BRASAS, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA"
1515,20,70.95,9.83,0.98,5.35,"POLLO CON PAPAS, PREPARACION ESTANDARIZADA"
1516,20,294.74,17.98,20.15,11.48,"POLLO EMPANIZADO (ALA), PREPARACION ESTANDARIZADA"
1517,20,312.59,10.44,24.43,12.9,"POLLO EMPANIZADO (PIERNA O MUSLO), PREPARACION ESTANDARIZADA"
1518,20,182.3,33.99,2.21,6.55,"POLLO EMPANIZADO, PIERNA O MUSLO, PREPARACION ESTANDARIZADA"
1519,20,255.55,20.64,14.25,11.72,"POLLO EMPANIZADO, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA"
1520,20,72.16,11.27,1.7,2.83,"POZOLE (PROMEDIO), PREPARACION ESTANDARIZADA"
1521,20,77.34,7,3.3,4.21,"POZOLE BLANCO CON CARNE (POLLO O CERDO), PREPARACION ESTANDARIZADA"
1522,20,46.42,8.45,0.72,0.9,"POZOLE BLANCO SIN CARNE, PREPARACION ESTANDARIZADA"
1523,20,91.86,18.01,1.05,3.33,"POZOLE ROJO CON CERDO, PREPARACION ESTANDARIZADA"
1524,20,27.12,4.61,0.74,0.44,"AVENA CON CACAO, PREPARACION ESTANDARIZADA"
1525,20,100.07,13.3,3.46,3.93,"AVENA CON LECHE, PREPARACION ESTANDARIZADA"
1526,20,126.88,16.02,5.56,3.01,"PURE DE PAPA, PREPARACION ESTANDARIZADA"
1527,20,335.81,20.38,21.15,14.8,"QUESO EMPANIZADO/CAPEADO, PREPARACION ESTANDARIZADA"
1528,20,195.65,3.86,16.77,8.66,"QUESO EN SALSA, PREPARACION ESTANDARIZADA"
1529,20,40.85,6.17,0.42,2.97,"QUINTONILES GUISADOS, PREPARACION ESTANDARIZADA"
1530,20,108,9.29,7.25,2.03,"RAJAS CON CREMA, PREPARACION ESTANDARIZADA"
1531,20,127.65,9.76,5.83,9.23,"REQUESON PREPARADO, PREPARACION ESTANDARIZADA"
1532,20,139.89,4.22,10.7,7.12,"ROLLOS DE JAMON CON VERDURA, PREPARACION ESTANDARIZADA"
1533,20,114.99,5.71,7.27,6.55,"ROMEROS CON MOLE, PREPARACION ESTANDARIZADA"
1534,20,120.6,4.36,8.15,8.23,"SALPICON DE RES, PREPARACION ESTANDARIZADA"
1535,20,175.35,43.25,0.1,0.36,"SALSA BARBECUE, INDUSTRIALIZADA"
1536,20,612.16,2.98,67.05,0.75,"SALSA CHIMICHURRI, PREPARACION ESTANDARIZADA"
1537,20,361.14,21.58,26.55,13.6,"SALSA DE CACAHUATE, PREPARACION ESTANDARIZADA"
1538,20,30.88,3.92,1.51,0.85,"SALSA DE CHILE MANZANO, PREPARACION ESTANDARIZADA"
1539,20,464.97,1.78,50.59,0.79,"SALSA DE OREGANO, PREPARACION ESTANDARIZADA"
1540,20,31.49,4.14,1.55,0.8,"SALSA MEXICANA, PREPARACION ESTANDARIZADA"
1541,20,43.75,5.2,2.52,0.9,"SALSA ROJA PARA LOS GUISADOS, PREPARACION ESTANDARIZADA"
1542,20,45.61,4.35,3.03,0.79,"SALSA ROJA, PREPARACION ESTANDARIZADA"
1543,20,76.6,7.97,4.75,1.66,"SALSA VERDE  PARA LOS GUISADOS, PREPARACION ESTANDARIZADA"
1544,20,43.94,6.65,1.73,1.37,"SALSA VERDE (PROMEDIO), PREPARACION ESTANDARIZADA"
1545,20,31.04,6.75,0.26,1.31,"SALSA VERDE CON CHILE  MORITA, PREPARACION ESTANDARIZADA"
1546,20,24.19,5.24,0.19,1.15,"SALSA VERDE CON CHILE SERRANO, PREPARACION ESTANDARIZADA"
1547,20,213.42,15.5,13.14,7.91,"SANDWICH (PROMEDIO), PREPARACION ESTANDARIZADA"
1548,20,286.1,13.14,21.57,8.21,"SANDWICH DE JAMON, PREPARACION ESTANDARIZADA"
1549,20,214.24,18.29,10.32,11.39,"SANDWICH DE POLLO, PREPARACION ESTANDARIZADA"
1550,20,206.29,15.08,13.05,7.06,"SANDWICH DE QUESO BLANCO, PREPARACION ESTANDARIZADA"
1551,20,147.03,15.5,7.61,4.99,"SANDWICH DE QUESO DE PUERCO, PREPARACION ESTANDARIZADA"
1552,20,213,20.43,10.04,10.52,"SANDWICH, INDUSTRIALIZADO"
1553,20,498.57,4.04,54.81,3.25,"SARDINAS RANCHERAS, PREPARACION ESTANDARIZADA"
1554,20,311.9,14.54,21.83,14.08,"SINCRONIZADA, PREPARACION ESTANDARIZADA"
1555,20,41.99,6.34,0.79,2.38,"SOPA CONDENSADA DE POLLO CON TALLARINES, INDUSTRIALIZADA"
1556,20,19.63,2.2,0.61,1.48,"SOPA DE CHAYOTE, PREPARACION ESTANDARIZADA"
1557,20,94,12.69,2.77,4.97,"SOPA DE CHICHARO, INDUSTRIALIZADA"
1558,20,85.81,9.5,3.57,4.62,"SOPA DE GARBANZO, PREPARACION ESTANDARIZADA"
1559,20,51.13,6.77,1.18,3.65,"SOPA DE HABA, PREPARACION ESTANDARIZADA"
1560,20,108.88,18.91,0.84,7.13,"SOPA DE LENTEJA, PREPARACION ESTANDARIZADA"
1561,20,54.17,10.27,1.06,0.94,"SOPA DE PAPA, PREPARACION ESTANDARIZADA"
1562,20,440,60.26,17.59,10.17,"SOPA DE PASTA (TIPO MARUCHAN), INDUSTRIALIZADA"
1563,20,57.33,7.5,1.74,2.59,"SOPA DE PASTA CASERA, PREPARACION ESTANDARIZADA"
1564,20,41.96,6.62,0.53,2.44,"SOPA DE PASTA CON VERDURAS, PREPARACION ESTANDARIZADA"
1565,20,105.64,18.58,1.77,3.62,"SOPA DE PASTA SECA, PREPARACION ESTANDARIZADA"
1566,20,151.48,7.75,12.23,3,"SOPA DE TORTILLA, PREPARACION ESTANDARIZADA"
1567,20,26.04,5.16,0.28,0.72,"SOPA DE VERDURAS (MINESTRONE), INDUSTRIALIZADA"
1568,20,25.76,3.43,1.23,0.47,"SOPA DE VERDURAS, PREPARACION ESTANDARIZADA"
1569,20,33.32,5.41,0.48,1.86,"SOPA INDUSTRIALIZADA CONDENSADA DE POLLO CON ARROZ, INDUSTRIALIZADA"
1570,20,247.8,1.99,21.12,11.94,"SOUFFLE (TODOS SABORES), PREPARACION ESTANDARIZADA"
1571,20,173,9.93,8.97,16.64,"SOYA COCIDA, PREPARACION ESTANDARIZADA"
1572,20,118.92,17.22,4.48,2.53,"TACO DE ESPAGUETTI CON MAYONESA, PREPARACION ESTANDARIZADA"
1573,20,156.14,25.1,4.38,4.45,"TACO DE FRIJOLES REFRITOS, PREPARACION ESTANDARIZADA"
1574,20,150.84,21.71,3.73,7.72,"TACO DE GUISADO DE CERDO, PREPARACION ESTANDARIZADA"
1575,20,151.96,21.27,5.21,5.03,"TACO DE GUISADO DE POLLO, PREPARACI?N ESTANDARIZADA"
1576,20,155.35,20.99,5.69,5.18,"TACO DE GUISADO DE RES, PREPARACION ESTANDARIZADA"
1577,20,132.89,16.07,6.1,3.72,"TACO DE GUISADO DE VERDURAS CON CREMA, PREPARACION ESTANDARIZADA"
1578,20,271.35,20.92,17.91,6.61,"TACO DE LONGANIZA, PREPARACION ESTANDARIZADA"
1579,20,213.83,23.26,6.08,16.12,"TACO DE MACHACA CON TORTILLA DE MAIZ (SIN FREIR), PREPARACION ESTANDARIZADA"
1580,20,206.26,27.77,5.71,10.78,"TACO DE MACIZA (CARNE DE CERDO), PREPARACION ESTANDARIZADA"
1581,20,158.72,20.94,4.71,6.62,"TACO DE MARISCOS SIN FREIR, PREPARACION ESTANDARIZADA"
1582,20,166.72,29.35,4.32,2.69,"TACO DE PAPA FRITA (SOFRITA), PREPARACION ESTANDARIZADA"
1583,20,92.13,14.18,1.27,4.98,"TACO DE PESCADO SIN FREIR, PREPARACION ESTANDARIZADA"
1584,20,118.05,23.83,1.64,2.56,"TACO DE PICO DE GALLO, PREPARACION ESTANDARIZADA"
1585,20,184.08,29.28,4.53,6.64,"TACO DE REQUESON, PREPARACION ESTANDARIZADA"
1586,20,135.47,20.65,5.06,2.49,"TACO DE VERDOLAGA, PREPARACION ESTANDARIZADA"
1587,20,264.4,24.06,14.35,9.74,"TACO DORADO (PROMEDIO), PREPARACION ESTANDARIZADA"
1588,20,269.66,20.29,14.54,14.07,"TACO DORADO DE CERDO, PREPARACION ESTANDARIZADA"
1589,20,176.88,27.1,6.68,2.55,"TACO DORADO DE PAPA, PREPARACION ESTANDARIZADA"
1590,20,310.55,24.6,17.61,13.03,"TACO DORADO DE POLLO, PREPARACION ESTANDARIZADA"
1591,20,264.71,24.97,15.86,5.97,"TACO DORADO DE REQUESON, PREPARACION ESTANDARIZADA"
1592,20,298.64,23.19,16.97,13.01,"TACO DORADO DE RES, PREPARACION ESTANDARIZADA"
1593,20,197.53,21.49,8.13,6.72,"TACOS DE DISCADA, PREPARACION ESTANDARIZADA"
1594,20,231.22,17.71,9.18,18.69,"TACOS DE MACHACA CON TORTILLA DE HARINA (SIN FREIR), PREPARACION ESTANDARIZADA"
1595,20,224.43,24.3,9.73,9.59,"TACOS SIN FREIR (PROMEDIO), PREPARACION ESTANDARIZADA"
1596,20,132.35,3.64,7.16,12.92,"TINGA DE POLLO, PREPARACION ESTANDARIZADA"
1597,20,311.06,18.47,23.17,8.23,"TORTA DE  MILANESA, PREPARACION ESTANDARIZADA"
1598,20,229.22,20.92,13.29,6.88,"TORTA DE JAMON, PREPARACION ESTANDARIZADA"
1599,20,228.94,20.92,10.39,12.59,"TORTA DE POLLO, PREPARACION ESTANDARIZADA"
1600,20,226.79,18.18,13.83,8.06,"TORTA DE SALCHICHA, PREPARACION ESTANDARIZADA"
1601,20,173.31,28.26,6.08,8,"TORTA DE SARDINA, PREPARACION ESTANDARIZADA"
1602,20,220.64,18.86,11.91,9.8,TORTA Y SANDWICH (PROMEDIO)
1603,20,248.36,7,23.85,2.29,"TORTITA CAPEADA DE VERDURA, PREPARACION ESTANDARIZADA"
1604,20,340.69,6.17,25.13,21.84,"TORTITA DE CAMARON, PREPARACION ESTANDARIZADA"
1605,20,231.58,3.3,19.93,9.98,"TORTITA DE CARNE, PREPARACION ESTANDARIZADA"
1606,20,284.1,42.48,9.7,8.59,"TORTITA DE CEREALES, PREPARACION ESTANDARIZADA"
1607,20,134.39,7.07,10.48,3.66,"TORTITA DE COLIFLOR, PREPARACION ESTANDARIZADA"
1608,20,241.57,13.96,16.98,9.28,"TORTITA DE HABA, PREPARACION ESTANDARIZADA"
1609,20,199.54,10.92,16.12,3.66,"TORTITA DE NOPALES EN SALSA, PREPARACION ESTANDARIZADA"
1610,20,282.68,16.55,22.38,4.75,"TORTITA DE PAPA, PREPARACION ESTANDARIZADA"
1611,20,310.77,29.1,20.93,4.34,"TORTITA DE PLATANO, PREPARACION ESTANDARIZADA"
1612,20,114.07,10.49,6.11,5.84,"TORTITA DE SOYA CON SALSA, PREPARACION ESTANDARIZADA"
1613,20,292.78,24.65,14,19.85,"TORTITA DE SOYA, PREPARACION ESTANDARIZADA"
1614,20,187.84,11.42,13.96,4.82,TORTITAS DE VERDURAS CAPEADAS (PROMEDIO)
1615,20,220.61,15.57,14.64,6.98,"TOSTADA DE PICADILLO, PREPARACION ESTANDARIZADA"
1616,20,385.11,35.2,25.97,3.35,"TOSTADA O TORTILLA FRITA EN ACEITE, PREPARACION ESTANDARIZADA"
1617,20,427.42,32.46,31.63,3.09,"TOSTADA O TORTILLA FRITA EN MANTECA, PREPARACION ESTANDARIZADA"
1618,20,59.05,5.36,2.82,4.27,"VERDURA AL VAPOR CON QUESO, PREPARACION ESTANDARIZADA"
1619,20,104.51,5.46,8.96,1.52,"VERDURA FRITA, PREPARACION ESTANDARIZADA"
1620,20,144.68,24.2,3.41,4.42,"YOGURT CON CEREAL, PREPARACION ESTANDARIZADA"
1621,21,192.8,2.52,15.54,10.23,"BARBACOA (CHIVO, BORREGO Y RES), PREPARACION ESTANDARIZADA"
1622,21,193.18,21.18,8.25,8.45,"BURRITO (TODOS SABORES), PREPARACION ESTANDARIZADA"
1623,21,169.34,4.87,11.55,11.87,"CARNE AL PASTOR, PREPARACION ESTANDARIZADA"
1624,21,238.21,22.95,11.06,11.35,"CEMITA DE CARNITAS, PREPARACION ESTANDARIZADA"
1625,21,197.37,19.93,12.44,2.21,"CHILAQUILES SIN CREMA NI QUESO, PREPARACION ESTANDARIZADA"
1626,21,222.94,20.81,13.87,3.86,"CHILAQUILES VERDES CON CREMA Y QUESO, PREPARACION ESTANDARIZADA"
1627,21,113.66,19.75,3.94,3.41,"ELOTE PREPARADO, PREPARACION ESTANDARIZADA"
1628,21,217.02,15.69,14.06,7.26,"ENCHILADAS  DE MOLE, PREPARACION ESTANDARIZADA"
1629,21,232.6,13.87,12.59,15.21,"ENCHILADAS  ROJAS, PREPARACION ESTANDARIZADA"
1630,21,171.17,10.17,10.92,8.21,"ENCHILADAS  VERDES, PREPARACION ESTANDARIZADA"
1631,21,207.26,13.37,12.54,10.24,"ENCHILADAS (PROMEDIO), PREPARACION ESTANDARIZADA"
1632,21,196,17.51,11.56,5.91,"ENCHILADAS VERDES CON QUESO, INDUSTRIALIZADAS"
1633,21,167.28,13.6,9.32,7.18,"ENFRIJOLADAS, PREPARACION ESTANDARIZADA"
1634,21,96.32,21.56,1.4,3.31,"ESQUITES, PREPARACION ESTANDARIZADA"
1635,21,229.57,16.73,12.39,10.68,"GORDA (AL COMAL) DE QUESO, PREPARACION ESTANDARIZADA"
1636,21,262.75,23.12,16.46,6.01,"GORDA (PROMEDIO), PREPARACION ESTANDARIZADA"
1637,21,239.69,25.67,9.1,13.83,"GORDA DE CHICHARRON PRENSADO O CHALES, PREPARACION ESTANDARIZADA"
1638,21,387.37,15.32,29.95,14.85,"GORDA DE CHICHARRON PRENSADO Y CHALES (FRITA), PREPARACION ESTANDARIZADA"
1639,21,149.62,17.4,8.46,2.11,"GORDA DE ELOTE DULCE, PREPARACION ESTANDARIZADA"
1640,21,337.69,18.93,28.28,2.84,"GORDA DE FRIJOL (FRITA), PREPARACION ESTANDARIZADA"
1641,21,145.47,27.6,2.29,3.79,"GORDA DE FRIJOL, PREPARACION ESTANDARIZADA"
1642,21,307,38.5,15.8,4.1,"GORDA DE MAIZ PROMEDIO, INDUSTRIALIZADA"
1643,21,278.57,23.1,19.54,2.54,"GORDA DE MANTECA, PREPARACION ESTANDARIZADA"
1644,21,206.72,20.14,13.21,2.61,"GORDA DE PAPA CON QUESO (FRITA), PREPARACION ESTANDARIZADA"
1645,21,165.93,26.69,4.19,5.6,"GORDA DE PAPA CON QUESO, PREPARACION ESTANDARIZADA"
1646,21,365.1,19.36,30.1,5.16,"GORDA DE QUESO (FRITA), PREPARACION ESTANDARIZADA"
1647,21,374.83,21.86,31.24,2.5,"GORDA DE REQUESON (FRITA), PREPARACION ESTANDARIZADA"
1648,21,151.18,26.85,2.78,4.79,"GORDA DE REQUESON, PREPARACION ESTANDARIZADA"
1649,21,211.52,23.08,13.32,6.27,"GORDA, TLACOYO, SOPE, TACO, FRITOS (PROMEDIO)"
1650,21,179,9.6,10.87,10.94,"GRINGA, PREPARACION ESTANDARIZADA"
1651,21,150.89,17.28,5.9,7.2,"HUARACHE DE BISTEC, PREPARACION ESTANDARIZADA"
1652,21,155.3,20,7.31,2.91,"HUARACHE, PREPARACION ESTANDARIZADA"
1653,21,210.52,23.77,8.65,9.67,"MOLLETES, PREPARACION ESTANDARIZADA"
1654,21,175.75,15.93,7.97,13.45,"PAMBAZO DE ATUN, PREPARACION ESTANDARIZADA"
1655,21,234.72,25.34,11.01,8.2,"PAMBAZO DE PAPA CON CHORIZO, PREPARACION ESTANDARIZADA"
1656,21,252.48,20.08,16.45,6.33,"PAMBAZO DE POLLO, PREPARACION ESTANDARIZADA"
1657,21,174.5,13.52,11.25,4.82,"PANUCHO, PREPARACION ESTANDARIZADA"
1658,21,295.76,10.73,19.45,18.96,"QUESADILLA DE BISTEC CON QUESO, PREPARACION ESTANDARIZADA"
1659,21,242.5,14.77,16.07,8.26,"QUESADILLA DE CAZON, PREPARACION ESTANDARIZADA"
1660,21,177.07,29.54,4.07,6.18,"QUESADILLA DE GARBANZO, PREPARACION ESTANDARIZADA"
1661,21,157.62,27.72,3.7,3.53,"QUESADILLA DE HUITLACOCHE, PREPARACION ESTANDARIZADA"
1662,21,195.48,9.22,10.06,16.6,"QUESADILLA DE LOMO, PREPARACION ESTANDARIZADA"
1663,21,174.58,24.28,5.62,6.92,"QUESADILLA DE PAPA CON QUESO, PREPARACION ESTANDARIZADA"
1664,21,187.15,14.91,7.35,14.81,"QUESADILLA DE POLLO, PREPARACION ESTANDARIZADA"
1665,21,246.67,13.13,12.5,20,"QUESADILLA DE PUERCO CON QUESO, PREPARACION ESTANDARIZADA"
1666,21,257.39,22.52,12.77,13.59,"QUESADILLA DE QUESO, PREPARACION ESTANDARIZADA"
1667,21,231.11,10.5,18.73,5.42,"QUESADILLA DE SESOS, PREPARACION ESTANDARIZADA"
1668,21,193.12,21.44,8.77,7.87,"QUESADILLA DE VERDURAS CON QUESO, PREPARACION ESTANDARIZADA"
1669,21,163.76,27.52,4.72,3.51,"QUESADILLA DE VERDURAS SIN QUESO, PREPARACION ESTANDARIZADA"
1670,21,222.47,18.06,11.52,11.46,"QUESADILLA FRITA (PROMEDIO), PREPARACION ESTANDARIZADA"
1671,21,178.05,16.8,10.17,4.14,"SOPE SENCILLO (FRIJOLES, SALSA, CREMA, QUESO, CEBOLLA), PREPARACION ESTANDARIZAD"
1672,21,250.43,31.24,15.35,5.67,"SOPE,QUESADILLA Y GORDA PROMEDIO"
1673,21,180.49,24.59,6.07,7.13,"TACO ACORAZADO PROMEDIO, PREPARACION ESTANDARIZADA"
1674,21,197.7,23.28,7.92,8.54,"TACO AL PASTOR, PREPARACION ESTANDARIZADA"
1675,21,200.46,23.67,8.65,6.81,"TACO DE BARBACOA, PREPARACION ESTANDARIZADA"
1676,21,233.92,25,8.01,14.8,"TACO DE BISTEC, PREPARACION ESTANDARIZADA"
1677,21,289.23,29.05,17.4,4.5,"TACO DE CANASTA (TODOS SABORES), PREPARACION ESTANDARIZADA"
1678,21,238.87,14.63,17.58,5.46,"TACO DE VISCERAS, PREPARACION ESTANDARIZADA"
1679,21,296.66,17.56,18.88,14.26,"TACOS DE CABEZA DE RES, PREPARACION ESTANDARIZADA"
1680,21,227.64,28.21,8.89,8.87,"TACOS DE CARNITAS, PREPARACION ESTANDARIZADA"
1681,21,219.48,13.87,14.03,7.43,"TAMAL (PROMEDIO), PREPARACION ESTANDARIZADA"
1682,21,243.32,17.54,16.43,6.68,"TAMAL CON CERDO, PREPARACION ESTANDARIZADA"
1683,21,209.46,16.26,14.46,3.52,"TAMAL CON RES, PREPARACION ESTANDARIZADA"
1684,21,96.93,3.79,1.06,11.99,"TAMAL DE PESCADO (SIN MASA), PREPRACION ESTANDARIZADA"
1685,21,212.2,12.13,15.11,5.04,"TAMAL DE PESCADO, PREPARACION ESTANDARIZADA"
1686,21,156.54,10.58,10.99,4.04,"TAMAL OAXAQUENO, PREPARACION ESTANDARIZADA"
1687,21,233.34,16.97,17.51,1.9,"TAMAL SIN CARNE (DE SAL), PREPARACION ESTANDARIZADA"
1688,21,174.76,23.71,5.42,7.55,"TLACOYO, PREPARACION ESTANDARIZADA"
1689,21,251.56,8.34,18.24,14.01,"TLAYUDA, PREPARACION ESTANDARIZADA"
1690,21,259.51,24.22,13.77,10.46,"TORTA (PROMEDIO), PREPARACION ESTANDARIZADA"
1691,21,238.19,34.99,8.19,5.83,"TORTA DE FRIJOLES REFRITOS, PREPARACION ESTANDARIZADA"
1692,21,312.25,30.75,15.22,12.68,"TORTA DE QUESO, PREPARACION ESTANDARIZADA"
1693,21,206.74,26.22,8.28,5.89,"TORTA DE TAMAL PROMEDIO, PREPARACION ESTANDARIZADA"
1694,21,203.53,13.05,14.51,4.57,"TOSTADA DE PATA, PREPARACION ESTANDARIZADA"
1695,21,180.05,10.28,9.83,12.66,"TOSTADA DE POLLO O TINGA, PREPARACION ESTANDARIZADA"
